食 品 群,食 品 番 号,索 引 番 号,可  食  部   100  g  当  た  り,,,,,可  食  部   100  g  当  た  り,,備  考
16,16062,2262-1,＜茶類＞ （緑茶類） 番茶 茶,-,38.5,1500,510,310,0,"カフェイン： 1.9 g、タンニン： 11.3g
食物繊維：AOAC2011.25法"
16,16039,2263,＜茶類＞ （緑茶類） 番茶 浸出液,(0),-,32,5,3,0,"浸出法： 茶 15 g/90 °C 650 mL、0.5分
カフェイン： 0.01 g、タンニン： 0.03 g"
16,16063,2263-1,＜茶類＞ （緑茶類） ほうじ茶 茶,-,49.3,1500,500,46,0,"カフェイン： 1.5g、タンニン： 9.3g
食物繊維：AOAC2011.25法"
16,16040,2264,＜茶類＞ （緑茶類） ほうじ茶 浸出液,(0),-,24,2,Tr,0,"浸出法： 茶 15 g/90 °C 650 mL、0.5分
カフェイン： 0.02g、タンニン： 0.04g"
16,16041,2265,＜茶類＞ （緑茶類） 玄米茶 浸出液,(0),0,7,2,1,0,"浸出法： 茶 15 g/90 °C 650 mL、0.5分
カフェイン： 0.01 g、タンニン： 0.01 g"
16,16042,2266,＜茶類＞ （発酵茶類） ウーロン茶 浸出液,(0),-,13,2,0,0,"浸出法： 茶 15 g/90 °C 650 mL、0.5分
カフェイン： 0.02 g、タンニン： 0.03 g"
16,16043,2267,＜茶類＞ （発酵茶類） 紅茶 茶,(0),38.1,2000,470,0,0,カフェイン： 2.9 g、タンニン： 11.0 g
16,16044,2268,＜茶類＞ （発酵茶類） 紅茶 浸出液,(0),-,8,1,0,0,"浸出法： 茶 5 g/熱湯 360 mL、1.5分～4分
カフェイン： 0.03 g、タンニン： 0.10 g"
16,16045,2269,＜コーヒー・ココア類＞ コーヒー 浸出液,0,-,65,2,0,0,"浸出法： コーヒー粉末 10 g/熱湯150 mL
カフェイン： 0.06 g、タンニン： 0.25 g"
16,16046,2270,＜コーヒー・ココア類＞ コーヒー インスタントコーヒー,0,-,3600,140,(0),0.1,"顆粒製品
カフェイン： 4.0 g、タンニン： 12.0 g"
16,16064,2270-1,＜コーヒー・ココア類＞ コーヒー 缶コーヒー 無糖,-,-,68,1,-,0.1,"別名： 缶コーヒー
試料： 缶製品
カフェイン： 0.1g、タンニン： 0.1g"
16,16047,2271,＜コーヒー・ココア類＞ コーヒー コーヒー飲料 乳成分入り 加糖,-,-,60,22,(0),0.1,"別名： 缶コーヒー
試料： 缶製品
(100 g：98mL、100 mL：102g)"
16,16048,2272,＜コーヒー・ココア類＞ ココア ピュアココア,1,23.9,2800,140,0,0,"別名： 純ココア
粉末製品
(100 g：222mL、100 mL：45g)
テオブロミン： 1.7 g、カフェイン： 0.2 g、ポリフェノール： 4.1 g"
16,16049,2273,＜コーヒー・ココア類＞ ココア ミルクココア,-,5.5,730,180,(0),0.7,"別名： インスタントココア、調整ココア
粉末製品
テオブロミン： 0.3 g、カフェイン： Tr、ポリフェノール： 0.9 g  "
16,16056,2274,＜その他＞ 青汁 ケール,0,28.0,2300,1200,1100,0.6,"粉末製品
硝酸イオン： 0.7 g  "
16,16050,2275,＜その他＞ 甘酒,(0),0.4,14,3,(0),0.2,(100 g：96mL、100 mL：104g)
16,16051,2276,＜その他＞ 昆布茶,0,2.8,580,88,6,51.3,"粉末製品
(100 g：198mL、100 mL：51g)"
16,16057,2277,＜その他＞ スポーツドリンク,0,Tr,26,8,Tr,0.1,(100 g：99mL、100 mL：101g)
16,16052,2278,＜その他＞ （炭酸飲料類） 果実色飲料,(0),-,1,3,0,0,"試料： 無果汁のもの
(100 g：98mL、100 mL：102g)
ビタミンC： 添加品あり"
16,16053,2279,＜その他＞ （炭酸飲料類） コーラ,(0),-,Tr,2,0,0,(100 g：98mL、100 mL：103g)
16,16054,2280,＜その他＞ （炭酸飲料類） サイダー,(0),-,Tr,1,0,0,(100 g：98mL、100 mL：103g)
16,16058,2281,＜その他＞ （炭酸飲料類） ビール風味炭酸飲料,(0),-,9,2,8,0,"別名： ノンアルコールビール
(100 g： 99.5 mL、100 mL： 100.5 g)"
16,16061,2282,＜その他＞ なぎなたこうじゅ 浸出液,-,-,7,1,0,0,浸出法：焙煎した茎葉及び花6g/水2000mL、加熱・沸騰後10分煮出し、タンニン：0g
16,16055,2283,＜その他＞ 麦茶 浸出液,(0),-,6,2,(0),0,浸出法： 麦茶 50 g/ 湯 1500 mL、沸騰後 5 分放置
17,17001,2284,＜調味料類＞ （ウスターソース類） ウスターソース,-,0.5,190,59,0,8.5,(100 g： 83.7 mL、100 mL： 119.5 g)
17,17002,2285,＜調味料類＞ （ウスターソース類） 中濃ソース,-,1.0,210,61,(0),5.8,(100 g： 86 mL、100 mL： 116 g)
17,17003,2286,＜調味料類＞ （ウスターソース類） 濃厚ソース,-,1.0,210,61,(0),5.6,
17,17085,2287,＜調味料類＞ （ウスターソース類） お好み焼きソース,Tr,0.9,240,31,3,4.9,(100 g： 86 mL、100 mL： 117g)
17,17004,2288,＜調味料類＞ （辛味調味料類） トウバンジャン,3,4.3,200,32,3,17.8,(100 g： 88 mL、100 mL： 113g)
17,17005,2289,＜調味料類＞ （辛味調味料類） チリペッパーソース,-,-,130,15,0,1.6,タバスコソース等を含む
17,17006,2290,＜調味料類＞ （辛味調味料類） ラー油,(0),-,Tr,Tr,(0),0,使用油配合割合： ごま油 8、 とうもろこし油 2
17,17007,2291,＜調味料類＞ （しょうゆ類） こいくちしょうゆ,(0),(Tr),390,29,0,14.5,(100 g： 84.7 mL、100 mL： 118.1 g)
17,17086,2292,＜調味料類＞ （しょうゆ類） こいくちしょうゆ 減塩,(0),(0),260,31,(0),8.3,(100 g： 89.3 mL、100 mL： 112.0 g)
17,17008,2293,＜調味料類＞ （しょうゆ類） うすくちしょうゆ,(0),(Tr),320,24,0,16.0,(100 g： 84.7 mL、100 mL： 118.1 g)
17,17139,2294,＜調味料類＞ （しょうゆ類） うすくちしょうゆ 低塩,(0),Tr,330,19,4,12.8,"食物繊維：AOAC2011.25法
(100 g： 87.8 mL、100 mL： 113.9 g)"
17,17009,2295,＜調味料類＞ （しょうゆ類） たまりしょうゆ,(0),(0),810,40,0,13.0,(100 g： 82.6 mL、100 mL： 121.1 g)
17,17010,2296,＜調味料類＞ （しょうゆ類） さいしこみしょうゆ,(0),(0),530,23,0,12.4,(100 g： 82.6 mL、100 mL： 121.1 g)
17,17011,2297,＜調味料類＞ （しょうゆ類） しろしょうゆ,(0),(0),95,13,0,14.2,(100 g： 82.6 mL、100 mL： 121.1 g)
17,17087,2298,＜調味料類＞ （しょうゆ類） だししょうゆ,0,(Tr),(230),(16),0,(7.3),こいくちしょうゆ1、かつお昆布だし1
17,17088,2299,＜調味料類＞ （しょうゆ類） 照りしょうゆ,0,(Tr),(110),(10),0,(4.0),本みりん126、こいくちしょうゆ45
17,17012,2300,＜調味料類＞ （食塩類） 食塩,(0),(0),100,22,(0),99.5,"塩事業センター及び日本塩工業会の品質規格では塩化ナトリウム99 %以上
(100 g：83mL、100 mL：120g)"
17,17013,2301,＜調味料類＞ （食塩類） 並塩,(0),(0),160,55,(0),97.3,"別名： あら塩
塩事業センター及び日本塩工業会の品質規格では塩化ナトリウム95 %以上
(100 g：111mL、100 mL：90g)"
17,17146,2302,＜調味料類＞ （食塩類） 減塩タイプ食塩 調味料含む,(0),0,19000,2,(0),49.4,"別名：減塩塩
調味料（無機塩、有機酸）を含む"
17,17147,2303,＜調味料類＞ （食塩類） 減塩タイプ食塩 調味料不使用,(0),0,25000,390,(0),45.7,"別名：減塩塩
塩化カリウムを含む"
17,17014,2304,＜調味料類＞ （食塩類） 精製塩 家庭用,(0),(0),2,0,(0),99.6,"塩事業センターの品質規格では塩化ナトリウム99.5 %以上
(100 g：83mL、100 mL：120g)"
17,17089,2305,＜調味料類＞ （食塩類） 精製塩 業務用,(0),(0),2,0,(0),99.6,"塩事業センターの品質規格では塩化ナトリウム99.5 %以上
(100 g：83mL、100 mL：120g)"
17,17090,2306,＜調味料類＞ （食酢類） 黒酢,(0),(0),47,5,(0),0,
17,17015,2307,＜調味料類＞ （食酢類） 穀物酢,(0),(0),4,2,0,0,(100 g：100mL、100 mL：100g)
17,17016,2308,＜調味料類＞ （食酢類） 米酢,(0),(0),16,2,0,0,(100 g：100mL、100 mL：100g)
17,17091,2309,＜調味料類＞ （食酢類） 果実酢 バルサミコ酢,(0),(0),140,17,(0),0.1,(100 g：100mL、100 mL：100g)
17,17017,2310,＜調味料類＞ （食酢類） 果実酢 ぶどう酢,0,0,22,3,Tr,0,別名： ワインビネガー、 ワイン酢
17,17018,2311,＜調味料類＞ （食酢類） 果実酢 りんご酢,(0),(0),59,4,0,0,別名： サイダービネガー
17,17130,2312,＜調味料類＞ （だし類） あごだし,0,Tr,19,Tr,0,0,"液状だし
2％のあごでとっただし"
17,17019,2313,＜調味料類＞ （だし類） かつおだし 荒節,0,0,29,2,0,0.1,"液状だし
3％の荒節でとっただし"
17,17131,2314,＜調味料類＞ （だし類） かつおだし 本枯れ節,0,0,32,Tr,0,0.1,"液状だし
3％の本枯れ節でとっただし"
17,17020,2315,＜調味料類＞ （だし類） 昆布だし 水出し,-,-,140,3,Tr,0.2,"液状だし
3％の真昆布でとっただし"
17,17132,2316,＜調味料類＞ （だし類） 昆布だし 煮出し,0,0.1,160,5,0,0.2,"液状だし
3％の真昆布でとっただし"
17,17021,2317,＜調味料類＞ （だし類） かつお・昆布だし 荒節・昆布だし,-,-,63,3,Tr,0.1,"液状だし
2％の荒節と1％の真昆布でとっただし"
17,17148,2318,＜調味料類＞ （だし類） かつお・昆布だし 本枯れ節・昆布だし,-,Tr,58,1,0,0.1,"液状だし
2％の本枯れ節と1％の真昆布でとっただし"
17,17022,2319,＜調味料類＞ （だし類） しいたけだし,-,-,29,1,0,0,"液状だし
７％のしいたけでとっただし"
17,17023,2320,＜調味料類＞ （だし類） 煮干しだし,-,(0),25,3,0,0.1,"液状だし
3％の煮干しでとっただし"
17,17024,2321,＜調味料類＞ （だし類） 鶏がらだし,1,(0),60,1,0,0.1,"別名： 鶏ガラスープ
試料： 調理した液状だし
鶏がらからとっただし "
17,17025,2322,＜調味料類＞ （だし類） 中華だし,-,-,90,3,0,0.1,"別名：湯（たん）
液状だし
鶏肉、豚もも肉、ねぎ、しょうがなどでとっただし   "
17,17026,2323,＜調味料類＞ （だし類） 洋風だし,-,-,110,5,0,0.5,"別名： スープストック、ブイヨン
液状だし
牛もも肉、にんじん、たまねぎ、セロリーなどでとっただし "
17,17027,2324,＜調味料類＞ （だし類） 固形ブイヨン,Tr,0.3,200,26,0,43.2,"別名： 固形コンソメ
顆粒状の製品を含む
固形だし"
17,17092,2325,＜調味料類＞ （だし類） 顆粒おでん用,(7),(Tr),(210),(30),0,(56.4),顆粒だし
17,17093,2326,＜調味料類＞ （だし類） 顆粒中華だし,7,(0),910,84,0,47.5,"粉末製品を含む
顆粒だし"
17,17028,2327,＜調味料類＞ （だし類） 顆粒和風だし,23,0,180,42,0,40.6,"別名： 顆粒風味調味料
粉末製品を含む
顆粒だし
(100 g：155mL、100 mL：64g)"
17,17140,2328,＜調味料類＞ （だし類） なべつゆ ストレート しょうゆ味,-,0,(53),(4),0,(1.8),液状だし
17,17029,2329,＜調味料類＞ （だし類） めんつゆ ストレート,-,-,100,8,0,3.3,液状だし
17,17141,2330,＜調味料類＞ （だし類） めんつゆ 二倍濃縮,-,-,160,12,0,6.6,液状だし
17,17030,2331,＜調味料類＞ （だし類） めんつゆ 三倍濃縮,-,-,220,16,0,9.9,"液状だし
(100 g：86mL、100 mL：116g)"
17,17142,2332,＜調味料類＞ （だし類） ラーメンスープ 濃縮 しょうゆ味 ストレートしょうゆ味,(12),(Tr),(200),(22),0,(17.1),"ペーストタイプ
濃縮割合： 第3章参照"
17,17143,2333,＜調味料類＞ （だし類） ラーメンスープ 濃縮 みそ味 ストレートみそ味,(9),(1.6),(270),(61),0,(16.5),"ペーストタイプ
濃縮割合： 第3章参照"
17,17094,2334,＜調味料類＞ （調味ソース類） 甘酢,0,0,(5),(2),0,(1.2),
17,17095,2335,＜調味料類＞ （調味ソース類） エビチリの素,-,(0.6),(150),(8),(1),(1.8),
17,17031,2336,＜調味料類＞ （調味ソース類） オイスターソース,2,0.2,260,25,Tr,11.4,"別名： かき油
(100 g：81mL、100 mL：123g)"
17,17096,2337,＜調味料類＞ （調味ソース類） 黄身酢,(460),0,(47),(57),0,(5.7),
17,17133,2338,＜調味料類＞ （調味ソース類） 魚醤油 いかなごしょうゆ,0,Tr,480,3,0,21.2,(100 g： 82.0 mL、100 mL： 121.9 g)
17,17134,2339,＜調味料類＞ （調味ソース類） 魚醤油 いしる （いしり）,0,0.3,260,25,0,21.9,"別名： 原材料がいかの場合はいしり、いわし等の場合はいしる又はよしる等
(100 g： 81.4 mL、100 mL： 122.9 g)"
17,17135,2340,＜調味料類＞ （調味ソース類） 魚醤油 しょっつる,0,0.1,190,6,0,24.3,(100 g： 83.1 mL、100 mL： 120.3 g)
17,17107,2341,＜調味料類＞ （調味ソース類） 魚醤油 ナンプラー,0,(0),230,20,0,22.9,"別名： 魚醤
(100 g： 81.9 mL、100 mL： 122.1 g)"
17,17097,2342,＜調味料類＞ （調味ソース類） ごま酢,-,(1.9),(110),(180),0,(1.7),
17,17098,2343,＜調味料類＞ （調味ソース類） ごまだれ,-,(3.0),(210),(220),0,(4.3),
17,17099,2344,＜調味料類＞ （調味ソース類） 三杯酢,-,0,(56),(5),0,(2.0),材料割合：米酢100、上白糖18、うすくちしょうゆ18、かつお・昆布だし15
17,17100,2345,＜調味料類＞ （調味ソース類） 二杯酢,0,(Tr),(180),(14),0,(6.4),材料割合：米酢10、こいくちしょうゆ8
17,17101,2346,＜調味料類＞ （調味ソース類） すし酢 ちらし・稲荷用,0,0,(18),(3),0,(6.5),材料割合：米酢15 、上白糖7 、食塩1.5
17,17102,2347,＜調味料類＞ （調味ソース類） すし酢 にぎり用,0,0,(23),(4),0,(9.8),材料割合：米酢10 、上白糖1、食塩1.2
17,17103,2348,＜調味料類＞ （調味ソース類） すし酢 巻き寿司・箱寿司用,0,0,(21),(4),0,(8.6),材料割合：米酢12、上白糖3、食塩1.4
17,17104,2349,＜調味料類＞ （調味ソース類） 中華風合わせ酢,0,(Tr),(160),(12),0,(5.5),材料割合：こいくちしょうゆ45、米酢45、砂糖22.5、ごま油4、しょうが2
17,17105,2350,＜調味料類＞ （調味ソース類） デミグラスソース,-,-,180,11,-,1.3,別名： ドミグラスソース
17,17106,2351,＜調味料類＞ （調味ソース類） テンメンジャン,0,3.1,350,45,0,7.3,別名：中華甘みそ
17,17108,2352,＜調味料類＞ （調味ソース類） 冷やし中華のたれ,0,0,89,7,0,5.8,"別名： 冷やし中華用スープ
(100 g： 87.6 mL、100 mL： 114.1 g)"
17,17109,2353,＜調味料類＞ （調味ソース類） ホワイトソース,6,0.4,62,34,0,1.0,別名： ベシャメルソース
17,17110,2354,＜調味料類＞ （調味ソース類） ぽん酢しょうゆ,0,(0.2),(280),(24),(24),(5.8),別名： ポン酢
17,17137,2355,＜調味料類＞ （調味ソース類） ぽん酢しょうゆ 市販品,0,(0.3),180,16,Tr,7.8,"別名： ポン酢
*ヨウ素： 第3章参照
(100 g： 89.4 mL、100 mL： 111.8 g)"
17,17032,2356,＜調味料類＞ （調味ソース類） マーボー豆腐の素,-,-,55,12,2,3.6,試料： レトルトパウチのストレート製品
17,17111,2357,＜調味料類＞ （調味ソース類） マリネ液,0,0,(26),(4),0,(0.9),
17,17033,2358,＜調味料類＞ （調味ソース類） ミートソース,-,-,250,17,6,1.5,"試料： 缶詰及びレトルトパウチ製品
(100 g：94mL、100 mL：107g)"
17,17144,2359,＜調味料類＞ （調味ソース類） 焼きそば粉末ソース,Tr,3.3,82,110,0,30.6,食物繊維：AOAC2011.25法
17,17112,2360,＜調味料類＞ （調味ソース類） 焼き鳥のたれ,-,(Tr),(160),(13),0,(5.8),
17,17113,2361,＜調味料類＞ （調味ソース類） 焼き肉のたれ,(Tr),(0.4),(230),(23),(1),(8.3),
17,17114,2362,＜調味料類＞ （調味ソース類） みたらしのたれ,-,0,(120),(6),0,(1.7),
17,17115,2363,＜調味料類＞ （調味ソース類） ゆずこしょう,(0),6.2,280,61,2,25.2,
17,17034,2364,＜調味料類＞ （トマト加工品類） トマトピューレー,(0),1.8,490,19,10,0,"別名： トマトピューレ
食塩無添加品
(100 g：95mL、100 mL：105g)"
17,17035,2365,＜調味料類＞ （トマト加工品類） トマトペースト,(0),4.7,1100,46,15,0.1,食塩無添加品
17,17036,2366,＜調味料類＞ （トマト加工品類） トマトケチャップ,0,1.7,380,16,8,3.1,(100 g：87mL、100 mL：115g)
17,17037,2367,＜調味料類＞ （トマト加工品類） トマトソース,(0),1.1,340,18,(Tr),0.6,(100 g：103mL、100 mL：97g)
17,17038,2368,＜調味料類＞ （トマト加工品類） チリソース,(0),1.9,500,27,(Tr),3.0,
17,17042,2369,＜調味料類＞ （ドレッシング類） 半固形状ドレッシング マヨネーズ 全卵型,55,(0),13,8,0,1.9,"使用油： なたね油 、 とうもろこし油、大豆油
(100 g：105mL、100 mL：95g)"
17,17043,2370,＜調味料類＞ （ドレッシング類） 半固形状ドレッシング マヨネーズ 卵黄型,140,(0),21,20,0,2.0,"使用油： なたね油 、大豆油、 とうもろこし油
(100 g：105mL、100 mL：95g)"
17,17118,2371,＜調味料類＞ （ドレッシング類） 半固形状ドレッシング マヨネーズタイプ調味料 低カロリータイプ,58,0.8,36,10,0,3.9,"別名：低カロリーマヨネーズ
使用油： なたね油、大豆油、とうもろこし油
カロテン： 色素として添加品あり"
